"","male","ageyears","recid"
"1498",1,26,0
"1499",1,24,0
"1500",1,55,0
"1501",1,28,0
"1502",1,61,0
"1503",1,28,1
"1504",1,41,0
"1505",1,33,1
"1506",1,19,1
"1507",1,25,0
"1508",1,23,1
"1509",1,32,0
"1510",1,27,1
"1511",1,52,0
"1512",1,59,0
"1513",1,22,0
"1514",1,19,0
"1515",1,23,0
"1516",1,23,1
"1517",1,20,1
"1518",1,32,0
"1519",1,22,0
"1520",1,40,1
"1521",1,22,0
"1522",1,21,0
"1523",1,36,0
"1524",1,37,1
"1525",1,23,0
"1526",1,52,1
"1527",1,18,0
"1528",1,20,0
"1529",1,33,0
"1530",1,34,0
"1531",1,18,0
"1532",1,22,1
"1533",1,33,1
"1534",1,47,1
"1535",1,18,0
"1536",1,33,1
"1537",1,38,0
"1538",1,18,1
"1539",1,20,0
"1540",1,32,1
"1541",1,22,1
"1542",1,32,1
"1543",1,64,0
"1544",1,30,0
"1545",1,22,1
"1546",1,34,1
"1547",1,46,0
"1548",1,23,0
"1549",1,42,0
"1550",1,23,1
"1551",1,18,1
"1552",0,18,0
"1553",1,46,0
"1554",1,53,0
"1555",1,21,0
"1556",1,60,0
"1557",0,42,0
"1558",1,25,0
"1559",1,38,0
"1560",1,20,0
"1561",0,21,0
"1562",1,31,0
"1563",1,42,0
"1564",1,23,1
"1565",1,21,1
"1566",1,20,1
"1567",1,24,0
"1568",1,24,0
"1569",1,24,0
"1570",1,19,0
"1571",1,28,0
"1572",1,28,1
"1573",1,24,0
"1574",1,23,0
"1575",1,18,1
"1576",1,31,0
"1577",1,33,0
"1578",1,55,1
"1579",0,20,0
"1580",1,19,1
"1581",1,25,1
"1582",1,20,1
"1583",1,41,0
"1584",1,20,0
"1585",1,21,0
"1586",1,52,0
"1587",1,26,1
"1588",1,28,1
"1589",1,25,1
"1590",1,18,1
"1591",1,26,1
"1592",1,28,0
"1593",1,21,0
"1594",0,21,1
"1595",1,19,0
"1596",0,45,1
"1597",1,27,1
"1598",1,52,0
"1599",1,31,0
"1600",1,26,0
"1601",1,40,1
"1602",1,21,0
"1603",1,18,0
"1604",1,20,0
"1605",1,29,0
"1606",1,18,0
"1607",1,31,1
"1608",1,71,0
"1609",1,42,0
"1610",0,24,0
"1611",1,18,0
"1612",0,19,0
"1613",1,50,1
"1614",1,21,0
"1615",1,24,0
"1616",1,34,0
"1617",1,28,0
"1618",1,21,1
"1619",0,30,1
"1620",1,20,0
"1621",1,20,1
"1622",1,22,1
"1623",1,22,0
"1624",1,27,0
"1625",1,31,0
"1626",1,29,1
"1627",1,20,0
"1628",1,30,0
"1629",1,25,1
"1630",1,28,0
"1631",1,26,0
"1632",1,19,0
"1633",1,27,1
"1634",1,20,1
"1635",1,26,1
"1636",1,58,0
"1637",1,24,1
"1638",1,27,0
"1639",1,28,0
"1640",1,20,1
"1641",1,52,1
"1642",1,26,0
"1643",1,20,0
"1644",1,41,0
"1645",1,27,0
"1646",1,23,0
"1647",1,23,0
"1648",1,20,1
"1649",1,25,0
"1650",1,46,0
"1651",1,18,0
"1652",1,28,1
"1653",1,26,0
"1654",1,20,1
"1655",1,34,0
"1656",1,38,1
"1657",1,24,1
"1658",1,20,0
"1659",1,20,0
"1660",1,38,0
"1661",1,39,0
"1662",0,25,0
"1663",1,30,0
"1664",1,21,0
"1665",0,21,0
"1666",1,44,0
"1667",1,18,0
"1668",1,18,1
"1669",1,37,1
"1670",1,47,1
"1671",1,42,1
"1672",1,24,1
"1673",1,18,1
"1674",1,23,1
"1675",1,59,0
"1676",1,39,0
"1677",1,28,1
"1678",1,38,0
"1679",1,29,1
"1680",1,37,1
"1681",1,21,1
"1682",1,21,1
"1683",1,19,0
"1684",1,25,1
"1685",0,22,0
"1686",1,55,0
"1687",1,31,0
"1688",1,19,0
"1689",1,24,0
"1690",1,32,0
"1691",1,22,0
"1692",1,41,0
"1693",1,21,1
"1694",1,58,0
"1695",1,25,1
"1696",1,46,0
"1697",1,28,1
"1698",1,32,0
"1699",1,26,1
"1700",1,35,0
"1701",1,26,0
"1702",1,19,0
"1703",1,22,1
"1704",1,67,0
"1705",1,26,0
"1706",1,35,1
"1707",1,21,1
"1708",1,26,1
"1709",1,42,1
"1710",1,35,0
"1711",1,36,0
"1712",1,36,1
"1713",1,37,0
"1714",1,32,1
"1715",1,19,1
"1716",1,21,0
"1717",1,22,0
"1718",1,33,0
"1719",1,26,0
"1720",1,27,0
"1721",1,60,0
"1722",1,28,1
"1723",1,36,0
"1724",1,46,1
"1725",1,18,0
"1726",1,18,1
"1727",1,19,0
"1728",1,30,1
"1729",1,24,0
"1730",1,23,0
"1731",1,27,1
"1732",1,19,0
"1733",1,33,1
"1734",1,21,0
"1735",1,27,0
"1736",1,21,1
"1737",1,36,0
"1738",1,22,1
"1739",1,23,1
"1740",1,27,1
"1741",1,62,1
"1742",1,28,0
"1743",1,23,0
"1744",1,31,0
"1745",1,22,0
"1746",1,29,1
"1747",1,26,1
"1748",1,19,0
"1749",1,22,0
"1750",1,24,0
"1751",1,36,1
"1752",1,35,0
"1753",1,36,0
"1754",1,19,0
"1755",1,20,0
"1756",1,34,0
"1757",1,29,0
"1758",1,22,0
"1759",1,22,0
"1760",1,19,0
"1761",1,21,0
"1762",1,19,0
"1763",1,20,1
"1764",1,26,0
"1765",1,24,0
"1766",1,31,0
"1767",1,20,0
"1768",1,21,1
"1769",1,48,0
"1770",1,49,0
"1771",1,21,0
"1772",1,21,1
"1773",1,50,0
"1774",1,39,1
"1775",1,17,0
"1776",1,19,1
"1777",1,31,0
"1778",1,39,0
"1779",1,56,1
"1780",1,28,0
"1781",1,23,0
"1782",1,25,0
"1783",1,30,0
"1784",1,32,0
"1785",1,33,0
"1786",1,19,0
"1787",1,52,0
"1788",1,17,1
"1789",1,24,0
"1790",1,24,0
"1791",1,28,1
"1792",1,19,0
"1793",1,21,1
"1794",1,23,1
"1795",0,27,0
"1796",1,24,0
"1797",1,38,0
"1798",1,21,1
"1799",1,20,1
"1800",1,26,1
"1801",1,33,0
"1802",1,19,0
"1803",1,25,1
"1804",1,36,0
"1805",1,31,0
"1806",1,58,0
"1807",1,18,0
"1808",1,20,1
"1809",1,23,1
"1810",1,59,0
"1811",1,30,1
"1812",1,25,0
"1813",1,21,0
"1814",1,38,0
"1815",1,51,1
"1816",1,29,1
"1817",1,20,0
"1818",1,36,0
"1819",1,23,0
"1820",1,17,0
"1821",1,29,0
"1822",1,60,0
"1823",1,23,0
"1824",1,19,0
"1825",1,61,0
"1826",1,64,0
"1827",1,25,0
"1828",1,26,0
"1829",1,28,1
"1830",1,26,1
"1831",1,16,0
"1832",1,24,1
"1833",1,29,0
"1834",1,27,0
"1835",0,33,1
"1836",1,17,0
"1837",1,18,1
"1838",1,20,1
"1839",1,48,0
"1840",1,22,1
"1841",1,19,0
"1842",1,25,0
"1843",1,32,0
"1844",1,42,0
"1845",1,19,1
"1846",1,29,0
"1847",1,29,0
"1848",1,19,0
"1849",1,33,1
"1850",1,22,0
"1851",1,18,1
"1852",1,21,0
"1853",1,25,0
"1854",1,21,0
"1855",1,34,0
"1856",0,24,1
"1857",1,27,1
"1858",0,24,0
"1859",1,24,1
"1860",1,59,1
"1861",1,53,0
"1862",1,34,0
"1863",1,23,1
"1864",1,18,1
"1865",1,30,0
"1866",1,25,0
"1867",1,28,0
"1868",1,69,1
"1869",1,25,0
"1870",1,51,0
"1871",1,19,1
"1872",1,46,1
"1873",1,22,1
"1874",1,26,0
"1875",1,58,0
"1876",1,19,1
"1877",1,25,0
"1878",1,17,0
"1879",1,37,1
"1880",1,27,1
"1881",1,31,0
"1882",1,31,1
"1883",1,35,1
"1884",1,26,0
"1885",1,42,0
"1886",1,28,1
"1887",1,20,1
"1888",1,36,0
"1889",1,32,0
"1890",1,24,0
"1891",1,24,1
"1892",1,18,0
"1893",1,17,0
"1894",1,20,0
"1895",1,26,0
"1896",1,23,1
"1897",1,30,0
"1898",1,19,0
"1899",0,45,0
"1900",1,28,0
"1901",1,42,0
"1902",1,28,0
"1903",1,43,0
"1904",1,28,1
"1905",1,21,0
"1906",1,18,0
"1907",1,19,1
"1908",1,44,0
"1909",1,41,0
"1910",1,19,0
"1911",1,24,1
"1912",1,56,1
"1913",1,23,0
"1914",1,21,1
"1915",1,53,0
"1916",1,58,0
"1917",1,24,0
"1918",1,35,1
"1919",0,32,0
"1920",1,27,0
"1921",1,21,1
"1922",1,24,1
"1923",1,25,1
"1924",1,29,1
"1925",1,18,1
"1926",1,20,1
"1927",0,18,0
"1928",1,27,1
"1929",1,56,0
"1930",1,23,0
"1931",1,56,0
"1932",1,21,0
"1933",1,22,0
"1934",1,44,1
"1935",1,20,0
"1936",1,28,1
"1937",1,21,0
"1938",1,27,1
"1939",1,26,0
"1940",0,27,0
"1941",0,20,0
"1942",1,37,0
"1943",1,37,1
"1944",1,23,0
"1945",1,18,1
"1946",1,34,0
"1947",1,24,0
"1948",1,22,0
"1949",1,21,0
"1950",1,17,1
"1951",1,21,1
"1952",1,26,1
"1953",1,34,1
"1954",1,28,0
"1955",1,24,0
"1956",1,18,0
"1957",1,28,0
"1958",1,23,1
"1959",0,36,0
"1960",1,34,0
"1961",1,22,0
"1962",1,27,0
"1963",1,32,1
"1964",1,24,1
"1965",1,25,0
"1966",1,18,1
"1967",1,56,1
"1968",1,28,1
"1969",1,18,1
"1970",1,45,1
"1971",1,52,1
"1972",1,18,1
"1973",1,19,0
"1974",1,37,0
"1975",1,18,1
"1976",1,47,1
"1977",1,20,1
"1978",1,56,1
"1979",1,29,0
"1980",1,24,0
"1981",1,19,1
"1982",1,25,0
"1983",1,20,0
"1984",1,22,0
"1985",1,23,0
"1986",1,26,1
"1987",1,26,1
"1988",1,34,1
"1989",1,23,1
"1990",1,57,0
"1991",1,19,1
"1992",1,28,1
"1993",1,24,1
"1994",1,23,0
"1995",1,47,1
"1996",1,20,1
"1997",1,31,0
"1998",1,30,1
"1999",1,21,0
"2000",1,20,0
"2001",1,47,1
"2002",1,27,1
"2003",1,30,1
"2004",1,28,0
"2005",1,19,1
"2006",1,57,0
"2007",1,29,0
"2008",1,35,0
"2009",1,24,0
"2010",1,22,1
"2011",1,64,0
"2012",1,27,0
"2013",1,31,0
"2014",1,41,0
"2015",1,23,0
"2016",1,21,1
"2017",1,18,1
"2018",1,19,0
"2019",1,21,1
"2020",1,35,1
"2021",1,24,0
"2022",1,19,1
"2023",1,27,0
"2024",1,19,0
"2025",1,21,0
"2026",1,50,0
"2027",1,31,1
"2028",1,52,0
"2029",1,39,0
"2030",1,67,0
"2031",1,23,1
"2032",1,33,0
"2033",1,17,0
"2034",1,22,0
"2035",1,21,1
"2036",1,28,0
"2037",1,31,0
"2038",1,29,1
"2039",1,28,1
"2040",1,20,1
"2041",1,26,1
"2042",1,27,0
"2043",1,25,0
"2044",1,21,1
"2045",0,22,0
"2046",1,42,0
"2047",1,24,1
"2048",1,23,0
"2049",1,21,0
"2050",1,45,1
"2051",1,19,0
"2052",1,35,0
"2053",1,21,0
"2054",1,49,0
"2055",1,21,0
"2056",1,25,1
"2057",1,42,0
"2058",1,32,0
"2059",1,39,0
"2060",1,42,0
"2061",1,20,1
"2062",1,41,0
"2063",1,55,0
"2064",1,18,1
"2065",1,18,0
"2066",1,24,1
"2067",1,29,1
"2068",1,29,1
"2069",1,29,1
"2070",1,24,1
"2071",1,28,0
"2072",1,24,0
"2073",1,24,0
"2074",1,30,1
"2075",1,22,0
"2076",1,18,1
"2077",1,24,0
"2078",1,22,1
"2079",1,24,0
"2080",1,17,0
"2081",1,20,1
"2082",1,28,0
"2083",1,21,0
"2084",1,24,0
"2085",1,29,1
"2086",1,18,1
"2087",1,25,0
"2088",1,42,1
"2089",1,46,0
"2090",1,46,0
"2091",1,19,0
"2092",1,35,1
"2093",1,28,0
"2094",1,29,1
"2095",1,20,1
"2096",1,28,0
"2097",1,26,1
"2098",1,56,1
"2099",0,52,0
"2100",1,32,1
"2101",1,57,0
"2102",1,46,0
"2103",1,20,1
"2104",1,38,0
"2105",1,23,0
"2106",1,49,0
"2107",1,35,0
"2108",0,36,0
"2109",1,23,1
"2110",1,25,1
"2111",1,32,1
"2112",1,29,1
"2113",1,30,1
"2114",1,26,0
"2115",1,35,1
"2116",1,40,0
"2117",1,33,0
"2118",1,18,0
"2119",1,55,1
"2120",1,21,0
"2121",1,39,0
"2122",1,19,1
"2123",1,23,1
"2124",1,51,0
"2125",1,26,0
"2126",1,19,1
"2127",1,19,1
"2128",1,23,0
"2129",1,72,0
"2130",1,32,0
"2131",1,41,0
"2132",1,36,0
"2133",1,30,0
"2134",1,38,0
"2135",1,18,1
"2136",0,27,0
"2137",1,21,1
"2138",1,31,0
"2139",1,23,0
"2140",1,26,1
"2141",1,20,0
"2142",1,21,0
"2143",1,47,0
"2144",1,47,0
"2145",1,45,0
"2146",1,24,0
"2147",1,55,1
"2148",1,21,0
"2149",0,35,0
"2150",1,36,0
"2151",1,30,0
"2152",1,23,0
"2153",1,30,0
"2154",1,28,0
"2155",0,25,0
"2156",1,19,0
"2157",1,31,0
"2158",1,22,1
"2159",1,24,1
"2160",1,20,0
"2161",1,18,1
"2162",1,39,0
"2163",1,18,0
"2164",1,30,0
"2165",1,58,0
"2166",1,28,1
"2167",1,32,1
"2168",1,27,0
"2169",1,31,0
"2170",1,19,1
"2171",1,66,0
"2172",1,36,0
"2173",1,32,0
"2174",1,42,1
"2175",1,26,0
"2176",1,29,1
"2177",1,18,1
"2178",1,31,0
"2179",1,28,1
"2180",1,37,0
"2181",1,37,0
"2182",1,23,1
"2183",1,49,0
"2184",1,33,0
"2185",1,20,1
"2186",1,22,1
"2187",1,20,1
"2188",1,42,0
"2189",1,20,0
"2190",1,26,1
"2191",1,25,0
"2192",1,19,1
"2193",1,45,0
"2194",1,18,0
"2195",1,24,1
"2196",1,36,1
"2197",1,21,0
"2198",1,18,1
"2199",1,32,1
"2200",1,29,0
"2201",1,30,0
"2202",1,48,1
"2203",1,23,0
"2204",1,19,1
"2205",1,25,0
"2206",1,33,0
"2207",1,20,1
"2208",0,26,0
"2209",1,18,0
"2210",1,18,0
"2211",1,18,0
"2212",1,21,1
"2213",1,22,1
"2214",1,20,1
"2215",1,35,0
"2216",1,31,1
"2217",1,47,0
"2218",1,23,1
"2219",1,22,0
"2220",1,45,0
"2221",1,48,0
"2222",1,25,0
"2223",1,50,1
"2224",1,59,0
"2225",1,34,0
"2226",1,39,1
"2227",1,22,1
"2228",1,29,0
"2229",1,30,1
"2230",1,19,0
"2231",1,19,1
"2232",1,19,1
"2233",1,20,0
"2234",1,28,1
"2235",1,23,0
"2236",1,53,1
"2237",1,19,0
"2238",1,31,1
"2239",1,26,1
"2240",1,46,0
"2241",1,24,1
"2242",1,24,1
"2243",1,22,0
"2244",1,55,1
"2245",0,30,0
"2246",1,18,1
"2247",1,36,0
"2248",1,44,0
"2249",1,38,0
"2250",1,19,1
"2251",1,37,0
"2252",1,21,0
"2253",1,25,0
"2254",1,43,0
"2255",1,21,0
"2256",1,25,0
"2257",1,24,0
"2258",1,42,0
"2259",0,23,0
"2260",1,29,0
"2261",1,44,0
"2262",1,24,1
"2263",1,20,0
"2264",1,46,0
"2265",1,31,0
"2266",1,29,1
"2267",1,38,0
"2268",1,26,1
"2269",1,19,1
"2270",1,44,0
"2271",1,52,1
"2272",1,28,0
"2273",1,18,1
"2274",0,29,0
"2275",1,20,0
"2276",1,20,0
"2277",1,53,0
"2278",0,36,0
"2279",1,30,0
"2280",1,32,1
"2281",1,30,1
"2282",0,20,0
"2283",1,28,0
"2284",1,22,1
"2285",1,24,0
"2286",1,29,0
"2287",1,17,1
"2288",1,30,1
"2289",0,18,0
"2290",1,21,1
"2291",1,20,0
"2292",1,29,1
"2293",1,22,1
"2294",1,23,1
"2295",1,30,0
"2296",1,25,1
"2297",0,36,1
"2298",0,23,1
"2299",1,18,0
"2300",1,39,0
"2301",1,28,0
"2302",0,30,0
"2303",1,23,0
"2304",1,25,1
"2305",1,20,1
"2306",0,30,1
"2307",1,43,1
"2308",1,37,1
"2309",1,31,0
"2310",1,40,1
"2311",1,54,0
"2312",1,33,0
"2313",1,20,0
"2314",1,29,0
"2315",1,20,1
"2316",1,27,0
"2317",1,18,0
"2318",1,39,0
"2319",1,32,1
"2320",1,21,0
"2321",1,19,0
"2322",1,30,0
"2323",1,26,1
"2324",1,25,1
"2325",1,25,0
"2326",1,24,1
"2327",1,31,0
"2328",1,28,1
"2329",1,32,0
"2330",1,24,1
"2331",1,34,0
"2332",1,26,0
"2333",1,48,1
"2334",1,44,1
"2335",1,23,1
"2336",1,34,0
"2337",1,20,1
"2338",1,40,1
"2339",1,22,1
"2340",1,21,0
"2341",1,28,0
"2342",1,18,0
"2343",1,18,1
"2344",1,18,0
"2345",0,22,0
"2346",0,19,0
"2347",1,17,1
"2348",1,36,0
"2349",1,22,0
"2350",1,23,0
"2351",1,49,1
"2352",0,22,0
"2353",1,25,0
"2354",1,18,1
"2355",1,20,1
"2356",1,25,0
"2357",1,49,1
"2358",1,27,1
"2359",1,19,1
"2360",1,38,1
"2361",1,21,0
"2362",1,26,0
"2363",1,38,0
"2364",1,32,0
"2365",1,38,0
"2366",1,23,0
"2367",1,18,1
"2368",1,40,0
"2369",1,28,0
"2370",1,28,0
"2371",1,43,1
"2372",1,48,1
"2373",1,19,0
"2374",1,22,1
"2375",1,35,0
"2376",1,28,1
"2377",1,30,1
"2378",1,33,1
"2379",0,22,0
"2380",1,25,0
"2381",1,25,0
"2382",1,33,0
"2383",1,59,1
"2384",1,20,0
"2385",0,25,0
"2386",1,37,1
"2387",1,24,0
"2388",1,19,0
"2389",1,34,0
"2390",1,24,0
"2391",1,28,0
"2392",1,22,1
"2393",1,22,1
"2394",1,54,0
"2395",1,32,0
"2396",1,37,0
"2397",1,56,1
"2398",1,21,0
"2399",1,24,0
"2400",1,45,0
"2401",1,23,0
"2402",1,35,0
"2403",1,42,1
"2404",1,29,1
"2405",1,30,0
"2406",1,20,0
"2407",1,24,0
"2408",1,35,0
"2409",1,25,0
"2410",1,22,1
"2411",1,43,0
"2412",1,21,0
"2413",1,31,1
"2414",1,19,0
"2415",1,19,0
"2416",1,27,0
"2417",0,33,0
"2418",1,34,0
"2419",1,55,1
"2420",1,21,0
"2421",1,49,0
"2422",1,29,1
"2423",1,18,1
"2424",1,37,0
"2425",1,44,0
"2426",1,33,0
"2427",1,20,0
"2428",1,22,1
"2429",1,20,0
"2430",1,22,0
"2431",1,18,1
"2432",1,43,0
"2433",1,42,0
"2434",1,22,0
"2435",1,24,0
"2436",1,20,1
"2437",1,28,1
"2438",1,20,0
"2439",1,19,0
"2440",1,21,0
"2441",1,23,0
"2442",1,17,1
"2443",1,24,1
"2444",1,58,0
"2445",1,28,0
"2446",1,22,0
"2447",1,38,0
"2448",1,18,0
"2449",1,30,1
"2450",1,34,0
"2451",1,34,1
"2452",1,45,0
"2453",1,27,0
"2454",1,26,0
"2455",1,32,1
"2456",1,30,0
"2457",1,22,0
"2458",1,36,0
"2459",1,17,1
"2460",1,24,0
"2461",1,39,0
"2462",0,22,0
"2463",1,42,1
"2464",0,54,0
"2465",1,20,1
"2466",1,29,1
"2467",1,35,0
"2468",1,49,0
"2469",1,27,0
"2470",1,35,1
"2471",1,20,0
"2472",1,20,1
"2473",1,59,1
"2474",1,23,0
"2475",1,42,0
"2476",1,33,1
"2477",1,28,1
"2478",1,18,0
"2479",0,20,0
"2480",0,25,0
"2481",1,25,1
"2482",1,27,0
"2483",1,25,0
"2484",1,19,1
"2485",1,26,1
"2486",0,32,0
"2487",1,41,1
"2488",1,18,0
"2489",1,58,0
"2490",0,29,0
"2491",1,36,1
"2492",1,19,1
"2493",1,30,1
"2494",1,17,0
"2495",1,28,1
"2496",1,24,0
"2497",1,20,1
"2498",1,43,0
"2499",1,54,1
"2500",1,18,1
"2501",1,28,1
"2502",1,39,1
"2503",1,38,1
"2504",1,21,0
"2505",1,22,0
"2506",1,21,0
"2507",1,18,1
"2508",1,27,0
"2509",1,18,1
"2510",1,56,0
"2511",1,28,0
"2512",1,45,1
"2513",1,19,1
"2514",1,16,0
"2515",1,37,1
"2516",1,38,0
"2517",1,38,0
"2518",1,44,0
"2519",1,23,0
"2520",1,26,0
"2521",1,21,0
"2522",0,37,0
"2523",1,34,1
"2524",1,23,1
"2525",1,32,1
"2526",1,24,0
"2527",1,19,1
"2528",1,17,1
"2529",1,28,0
"2530",1,25,0
"2531",1,52,0
"2532",1,22,1
"2533",1,24,0
"2534",1,19,1
"2535",1,29,0
"2536",1,39,0
"2537",1,20,0
"2538",1,20,1
"2539",1,36,1
"2540",1,30,0
"2541",1,22,1
"2542",1,23,0
"2543",1,26,1
"2544",0,30,0
"2545",1,23,0
"2546",1,25,0
"2547",1,20,1
"2548",1,19,0
"2549",1,27,1
"2550",1,32,1
"2551",1,24,1
"2552",1,28,1
"2553",1,41,1
"2554",1,27,1
"2555",1,20,1
"2556",0,34,0
"2557",1,25,0
"2558",1,27,0
"2559",1,24,0
"2560",0,38,0
"2561",1,26,1
"2562",1,42,0
"2563",1,18,0
"2564",1,24,1
"2565",1,28,1
"2566",1,27,1
"2567",1,22,1
"2568",1,17,0
"2569",1,17,0
"2570",1,32,0
"2571",1,38,0
"2572",1,18,1
"2573",1,24,0
"2574",1,23,0
"2575",0,21,0
"2576",1,28,1
"2577",1,22,1
"2578",1,24,1
"2579",1,17,0
"2580",1,58,1
"2581",1,20,0
"2582",1,27,1
"2583",1,39,1
"2584",1,21,0
"2585",1,48,0
"2586",1,25,0
"2587",1,19,1
"2588",1,19,1
"2589",1,26,0
"2590",1,31,1
"2591",1,19,0
"2592",1,20,1
"2593",1,17,0
"2594",1,49,0
"2595",1,58,0
"2596",0,23,1
"2597",1,35,0
"2598",1,26,1
"2599",1,27,1
"2600",1,24,1
"2601",1,23,1
"2602",1,43,1
"2603",1,36,0
"2604",0,18,1
"2605",1,21,1
"2606",1,30,0
"2607",1,44,0
"2608",1,20,0
"2609",1,39,0
"2610",1,29,1
"2611",1,18,0
"2612",1,25,1
"2613",1,32,1
"2614",1,26,0
"2615",1,22,0
"2616",1,43,1
"2617",1,44,0
"2618",1,37,0
"2619",1,50,0
"2620",1,25,0
"2621",1,21,0
"2622",1,29,1
"2623",1,21,0
"2624",1,39,0
"2625",1,31,0
"2626",1,25,1
"2627",1,19,1
"2628",1,54,0
"2629",1,30,1
"2630",1,26,0
"2631",1,29,0
"2632",1,22,0
"2633",1,37,0
"2634",1,22,0
"2635",1,23,0
"2636",1,24,0
"2637",1,29,1
"2638",1,18,0
"2639",1,20,0
"2640",1,40,0
"2641",1,24,1
"2642",1,43,0
"2643",1,52,0
"2644",1,52,0
"2645",1,20,0
"2646",1,34,0
"2647",1,22,0
"2648",1,23,0
"2649",1,73,1
"2650",1,28,1
"2651",1,50,0
"2652",1,27,0
"2653",1,23,0
"2654",1,50,0
"2655",1,22,1
"2656",0,20,1
"2657",1,25,0
"2658",1,48,1
"2659",1,21,0
"2660",1,25,0
"2661",1,23,0
"2662",1,42,0
"2663",1,35,0
"2664",1,17,0
"2665",1,21,0
"2666",1,21,1
"2667",1,26,0
"2668",1,27,1
"2669",1,22,0
"2670",1,38,0
"2671",1,23,1
"2672",1,21,1
"2673",1,23,1
"2674",1,51,0
"2675",0,49,0
"2676",1,42,0
"2677",1,23,0
"2678",1,26,0
"2679",1,21,0
"2680",1,46,0
"2681",1,41,1
"2682",1,37,0
"2683",1,32,0
"2684",1,23,1
"2685",1,36,0
"2686",1,28,1
"2687",0,47,0
"2688",1,18,1
"2689",1,26,1
"2690",1,29,0
"2691",1,30,0
"2692",1,49,1
"2693",1,18,1
"2694",1,17,1
"2695",1,25,1
"2696",1,19,0
"2697",1,25,1
"2698",1,20,0
"2699",1,22,0
"2700",1,25,1
"2701",1,32,1
"2702",1,19,1
"2703",1,20,0
"2704",1,21,0
"2705",1,22,0
"2706",1,23,0
"2707",1,38,0
"2708",1,22,0
"2709",1,19,0
"2710",1,49,0
"2711",1,32,1
"2712",1,18,1
"2713",1,25,0
"2714",1,26,0
"2715",1,38,0
"2716",1,26,0
"2717",1,22,0
"2718",1,32,0
"2719",1,45,0
"2720",1,22,1
"2721",1,43,0
"2722",1,21,0
"2723",1,18,0
"2724",1,19,0
"2725",1,40,0
"2726",1,30,1
"2727",1,46,0
"2728",1,17,0
"2729",0,20,0
"2730",1,26,0
"2731",1,30,0
"2732",1,30,0
"2733",1,43,1
"2734",1,52,1
"2735",1,67,1
"2736",1,23,0
"2737",1,28,1
"2738",1,28,0
"2739",1,54,0
"2740",1,19,0
"2741",1,39,1
"2742",1,18,0
"2743",1,39,1
"2744",1,20,0
"2745",1,24,1
"2746",1,18,1
"2747",1,33,0
"2748",1,25,1
"2749",1,47,0
"2750",1,23,1
"2751",1,18,0
"2752",1,45,1
"2753",1,38,0
"2754",1,43,0
"2755",1,22,0
"2756",1,21,0
"2757",1,24,0
"2758",1,23,0
"2759",1,45,0
"2760",1,22,1
"2761",1,32,0
"2762",1,22,1
"2763",1,20,0
"2764",1,18,1
"2765",1,20,0
"2766",1,29,1
"2767",1,18,0
"2768",1,23,0
"2769",1,36,1
"2770",1,27,1
"2771",1,41,0
"2772",1,27,0
"2773",1,20,1
"2774",0,26,0
"2775",1,20,0
"2776",1,66,0
"2777",1,20,1
"2778",1,19,0
"2779",1,26,0
"2780",1,17,0
"2781",1,20,1
"2782",1,23,0
"2783",1,18,1
"2784",1,32,1
"2785",0,21,0
"2786",1,17,0
"2787",1,22,1
"2788",1,22,0
"2789",0,22,0
"2790",1,24,1
"2791",1,18,1
"2792",1,28,0
"2793",1,21,0
"2794",1,28,0
"2795",1,30,0
"2796",0,22,1
"2797",1,24,1
"2798",1,20,1
"2799",1,25,1
"2800",1,22,0
"2801",1,22,0
"2802",1,21,0
"2803",1,26,1
"2804",1,24,1
"2805",1,19,0
"2806",1,20,0
"2807",1,21,1
"2808",1,38,0
"2809",1,25,0
"2810",1,35,0
"2811",1,30,1
"2812",1,19,1
"2813",1,26,1
"2814",1,22,0
"2815",1,20,0
"2816",1,34,1
"2817",1,54,0
"2818",1,23,0
"2819",1,22,1
"2820",1,29,0
"2821",1,23,1
"2822",1,55,1
"2823",1,43,1
"2824",1,21,1
"2825",1,21,0
"2826",1,26,1
"2827",0,29,0
"2828",1,30,0
"2829",1,24,0
"2830",1,26,1
"2831",1,27,1
"2832",1,36,1
"2833",1,38,0
"2834",1,51,0
"2835",1,32,1
"2836",1,20,1
"2837",1,22,1
"2838",0,26,1
"2839",1,24,1
"2840",1,33,0
"2841",1,24,0
"2842",1,21,0
"2843",1,21,0
"2844",1,33,1
"2845",1,50,0
"2846",1,43,0
"2847",1,23,0
"2848",1,29,1
"2849",1,18,1
"2850",1,29,0
"2851",1,23,0
"2852",1,20,0
"2853",1,30,1
"2854",1,23,0
"2855",1,22,0
"2856",1,21,1
"2857",1,36,1
"2858",1,21,1
"2859",1,26,0
"2860",1,30,0
"2861",1,22,0
"2862",1,24,1
"2863",1,25,1
"2864",1,21,0
"2865",1,22,1
"2866",0,19,1
"2867",1,46,1
"2868",1,39,1
"2869",1,19,0
"2870",1,19,0
"2871",1,51,1
"2872",1,26,0
"2873",1,30,1
"2874",0,24,1
"2875",1,24,1
"2876",1,48,1
"2877",1,18,1
"2878",1,55,1
"2879",1,32,1
"2880",1,24,1
"2881",1,20,1
"2882",1,24,1
"2883",1,29,1
"2884",1,22,1
"2885",1,50,1
"2886",1,25,1
"2887",1,21,0
"2888",1,29,0
"2889",1,40,0
"2890",1,27,0
"2891",1,21,1
"2892",1,20,0
"2893",1,31,1
"2894",1,18,0
"2895",1,21,1
