"","male","ageyears","recid"
"1498",1,22,0
"1499",1,54,0
"1500",1,28,1
"1501",1,26,0
"1502",1,25,0
"1503",1,24,0
"1504",1,17,1
"1505",1,32,0
"1506",1,33,0
"1507",1,30,1
"1508",1,24,1
"1509",1,26,1
"1510",1,24,1
"1511",1,19,0
"1512",1,40,0
"1513",1,26,0
"1514",1,25,1
"1515",1,19,0
"1516",1,42,0
"1517",1,24,0
"1518",1,40,1
"1519",1,29,0
"1520",1,34,0
"1521",1,17,1
"1522",1,27,1
"1523",1,45,0
"1524",1,20,0
"1525",1,23,1
"1526",1,19,1
"1527",1,20,1
"1528",1,32,0
"1529",1,24,0
"1530",1,28,1
"1531",1,23,0
"1532",1,40,1
"1533",1,30,0
"1534",1,22,1
"1535",1,29,0
"1536",1,20,0
"1537",1,24,1
"1538",0,24,0
"1539",1,30,1
"1540",1,54,1
"1541",1,20,0
"1542",1,42,1
"1543",1,54,0
"1544",1,25,1
"1545",1,40,0
"1546",1,20,0
"1547",1,19,0
"1548",1,34,1
"1549",1,21,1
"1550",1,30,0
"1551",1,22,0
"1552",1,23,0
"1553",1,51,0
"1554",1,30,1
"1555",0,28,0
"1556",1,28,0
"1557",1,39,1
"1558",1,26,0
"1559",1,18,0
"1560",1,21,1
"1561",1,20,1
"1562",1,43,0
"1563",1,23,0
"1564",1,24,1
"1565",1,28,0
"1566",1,18,1
"1567",1,24,1
"1568",1,20,1
"1569",1,32,0
"1570",1,29,1
"1571",1,32,0
"1572",1,28,0
"1573",1,28,0
"1574",1,24,0
"1575",1,21,0
"1576",1,28,1
"1577",1,19,1
"1578",1,23,0
"1579",1,26,0
"1580",1,62,1
"1581",1,43,0
"1582",1,58,1
"1583",0,48,0
"1584",1,21,0
"1585",1,20,0
"1586",1,22,1
"1587",1,19,1
"1588",1,21,0
"1589",1,21,0
"1590",1,23,1
"1591",1,23,1
"1592",1,20,0
"1593",1,57,0
"1594",1,40,0
"1595",1,18,0
"1596",1,51,1
"1597",1,28,1
"1598",1,22,0
"1599",1,53,0
"1600",1,26,1
"1601",1,29,1
"1602",1,23,1
"1603",1,23,1
"1604",1,30,1
"1605",1,23,0
"1606",1,33,0
"1607",1,21,1
"1608",1,21,0
"1609",1,31,0
"1610",1,20,1
"1611",1,24,0
"1612",1,26,1
"1613",1,62,0
"1614",1,18,1
"1615",0,23,0
"1616",0,21,0
"1617",1,20,0
"1618",1,18,0
"1619",1,47,0
"1620",1,42,0
"1621",1,19,1
"1622",1,21,1
"1623",1,20,1
"1624",1,24,0
"1625",1,36,0
"1626",1,41,0
"1627",1,44,0
"1628",1,20,0
"1629",1,24,1
"1630",1,38,0
"1631",1,32,0
"1632",1,27,0
"1633",1,34,0
"1634",1,50,0
"1635",1,43,1
"1636",1,49,0
"1637",1,41,0
"1638",1,28,1
"1639",1,61,0
"1640",1,32,0
"1641",1,23,0
"1642",1,25,0
"1643",1,21,0
"1644",1,23,0
"1645",1,18,0
"1646",1,22,0
"1647",1,25,0
"1648",1,34,0
"1649",1,32,0
"1650",1,25,1
"1651",1,26,1
"1652",1,26,0
"1653",1,21,0
"1654",1,18,0
"1655",1,22,1
"1656",1,23,0
"1657",1,19,1
"1658",1,19,1
"1659",1,28,0
"1660",1,17,0
"1661",1,20,0
"1662",1,20,0
"1663",1,18,1
"1664",1,56,0
"1665",1,20,1
"1666",1,39,0
"1667",1,50,0
"1668",1,26,0
"1669",1,32,1
"1670",1,44,1
"1671",1,46,0
"1672",1,24,0
"1673",1,20,0
"1674",1,25,1
"1675",0,32,0
"1676",1,25,1
"1677",1,28,0
"1678",1,23,0
"1679",1,23,1
"1680",1,26,1
"1681",1,54,1
"1682",1,37,0
"1683",1,34,1
"1684",1,27,0
"1685",1,23,0
"1686",1,20,0
"1687",1,25,0
"1688",0,33,0
"1689",1,25,0
"1690",1,23,0
"1691",1,33,0
"1692",1,35,1
"1693",1,26,0
"1694",1,45,0
"1695",1,21,1
"1696",1,25,0
"1697",1,55,0
"1698",1,37,1
"1699",1,19,0
"1700",1,18,1
"1701",1,49,1
"1702",1,42,1
"1703",1,29,0
"1704",1,18,1
"1705",1,22,0
"1706",1,21,0
"1707",0,20,1
"1708",1,23,1
"1709",1,51,0
"1710",1,21,0
"1711",0,31,0
"1712",1,21,0
"1713",0,37,0
"1714",1,50,0
"1715",1,24,0
"1716",1,17,1
"1717",1,29,0
"1718",1,40,0
"1719",1,28,1
"1720",1,18,0
"1721",1,24,0
"1722",1,24,0
"1723",1,39,0
"1724",1,21,1
"1725",1,17,1
"1726",1,20,1
"1727",1,48,0
"1728",1,25,1
"1729",1,29,0
"1730",1,22,0
"1731",1,19,0
"1732",1,31,1
"1733",1,17,1
"1734",1,28,1
"1735",1,19,0
"1736",1,24,1
"1737",1,29,0
"1738",1,19,1
"1739",1,29,0
"1740",1,22,0
"1741",1,18,1
"1742",1,19,1
"1743",1,20,0
"1744",1,51,0
"1745",1,25,0
"1746",1,22,1
"1747",1,28,0
"1748",1,49,0
"1749",1,22,1
"1750",1,22,1
"1751",1,23,0
"1752",1,22,0
"1753",1,22,1
"1754",1,21,1
"1755",1,38,0
"1756",1,20,0
"1757",1,33,0
"1758",1,32,0
"1759",1,46,1
"1760",1,20,0
"1761",1,24,0
"1762",1,19,0
"1763",1,23,1
"1764",1,30,0
"1765",1,19,1
"1766",1,31,1
"1767",1,33,1
"1768",1,36,0
"1769",1,26,1
"1770",1,55,0
"1771",1,31,0
"1772",1,30,0
"1773",1,25,0
"1774",1,24,0
"1775",1,22,0
"1776",1,23,0
"1777",1,32,1
"1778",0,26,1
"1779",1,18,1
"1780",0,20,0
"1781",1,22,1
"1782",1,24,0
"1783",1,18,1
"1784",1,64,0
"1785",1,35,1
"1786",1,20,1
"1787",1,33,0
"1788",1,40,0
"1789",1,21,1
"1790",1,27,1
"1791",1,30,0
"1792",0,37,0
"1793",1,41,1
"1794",1,68,0
"1795",1,33,1
"1796",1,30,0
"1797",1,27,0
"1798",1,19,0
"1799",1,20,0
"1800",1,20,0
"1801",1,24,1
"1802",1,23,1
"1803",1,22,0
"1804",1,20,1
"1805",1,23,0
"1806",1,26,1
"1807",1,22,1
"1808",1,33,0
"1809",1,20,0
"1810",1,21,0
"1811",1,27,0
"1812",1,37,0
"1813",1,24,1
"1814",1,38,1
"1815",1,26,1
"1816",1,53,0
"1817",1,40,0
"1818",1,20,0
"1819",1,28,0
"1820",1,24,0
"1821",1,28,0
"1822",1,23,0
"1823",1,37,0
"1824",1,32,0
"1825",1,32,1
"1826",1,35,0
"1827",1,22,0
"1828",1,29,0
"1829",1,45,0
"1830",1,24,0
"1831",1,23,0
"1832",1,20,0
"1833",1,57,0
"1834",1,39,0
"1835",1,36,0
"1836",1,30,0
"1837",1,20,0
"1838",1,18,1
"1839",1,26,1
"1840",1,18,0
"1841",1,20,1
"1842",1,22,0
"1843",1,42,0
"1844",1,26,0
"1845",1,27,1
"1846",1,23,0
"1847",1,22,0
"1848",1,29,0
"1849",1,64,0
"1850",1,18,1
"1851",0,37,0
"1852",1,22,0
"1853",1,17,0
"1854",1,23,1
"1855",1,25,0
"1856",1,20,1
"1857",0,20,0
"1858",1,20,0
"1859",1,39,0
"1860",1,22,1
"1861",1,28,1
"1862",1,20,0
"1863",1,19,0
"1864",0,40,0
"1865",0,29,1
"1866",0,24,0
"1867",1,21,1
"1868",1,32,1
"1869",1,44,0
"1870",0,22,0
"1871",1,43,0
"1872",0,28,0
"1873",1,27,0
"1874",1,22,0
"1875",1,41,0
"1876",1,24,0
"1877",1,37,0
"1878",1,20,0
"1879",1,21,1
"1880",1,43,0
"1881",1,29,0
"1882",1,26,0
"1883",1,23,1
"1884",1,32,1
"1885",1,47,1
"1886",1,17,0
"1887",1,25,0
"1888",0,31,1
"1889",1,26,0
"1890",1,17,0
"1891",1,53,1
"1892",1,31,0
"1893",1,23,0
"1894",1,30,0
"1895",1,27,0
"1896",1,24,0
"1897",1,38,0
"1898",0,21,0
"1899",1,26,1
"1900",1,33,1
"1901",1,57,0
"1902",1,21,0
"1903",1,18,1
"1904",1,51,1
"1905",1,18,1
"1906",1,29,1
"1907",1,33,0
"1908",1,25,0
"1909",1,17,1
"1910",1,36,1
"1911",1,37,1
"1912",1,25,1
"1913",1,31,1
"1914",0,44,0
"1915",1,34,0
"1916",1,22,0
"1917",1,34,0
"1918",1,29,0
"1919",1,24,1
"1920",1,22,1
"1921",1,24,1
"1922",1,32,0
"1923",1,32,1
"1924",0,22,0
"1925",1,27,0
"1926",1,20,1
"1927",1,18,0
"1928",1,32,0
"1929",1,41,0
"1930",1,24,0
"1931",1,31,0
"1932",0,20,0
"1933",1,35,0
"1934",1,18,1
"1935",1,32,0
"1936",1,31,0
"1937",0,27,0
"1938",1,25,0
"1939",1,44,0
"1940",1,25,1
"1941",0,44,1
"1942",1,25,1
"1943",1,36,0
"1944",1,21,1
"1945",1,47,1
"1946",1,27,0
"1947",1,29,1
"1948",1,21,1
"1949",0,23,0
"1950",1,20,0
"1951",1,38,0
"1952",1,23,0
"1953",1,26,0
"1954",1,25,0
"1955",1,18,0
"1956",1,31,0
"1957",1,34,0
"1958",1,46,1
"1959",1,26,1
"1960",0,26,0
"1961",1,53,0
"1962",1,36,0
"1963",1,20,0
"1964",1,25,0
"1965",1,33,0
"1966",1,32,0
"1967",1,21,1
"1968",1,20,1
"1969",1,20,0
"1970",1,44,0
"1971",1,38,0
"1972",1,20,1
"1973",1,41,1
"1974",1,40,1
"1975",0,22,0
"1976",1,26,0
"1977",1,23,0
"1978",0,24,0
"1979",1,59,0
"1980",1,28,1
"1981",1,19,1
"1982",1,21,0
"1983",1,19,0
"1984",1,31,0
"1985",1,29,1
"1986",1,23,0
"1987",1,19,0
"1988",1,22,1
"1989",1,29,0
"1990",1,32,0
"1991",1,25,0
"1992",1,22,0
"1993",1,20,0
"1994",0,25,0
"1995",1,29,1
"1996",1,19,0
"1997",1,35,1
"1998",1,23,0
"1999",1,28,1
"2000",0,21,0
"2001",1,39,0
"2002",1,40,1
"2003",1,33,0
"2004",1,19,0
"2005",1,40,0
"2006",1,24,0
"2007",1,49,0
"2008",1,18,0
"2009",1,21,0
"2010",1,44,0
"2011",1,30,1
"2012",1,57,0
"2013",1,23,0
"2014",1,34,0
"2015",1,26,0
"2016",1,65,0
"2017",1,26,1
"2018",1,38,0
"2019",1,64,0
"2020",1,31,1
"2021",1,61,0
"2022",1,24,0
"2023",1,27,0
"2024",1,28,0
"2025",1,33,0
"2026",1,25,0
"2027",1,43,1
"2028",1,35,0
"2029",0,36,0
"2030",1,23,0
"2031",1,21,1
"2032",1,26,1
"2033",1,22,1
"2034",1,18,1
"2035",1,33,0
"2036",1,21,1
"2037",1,20,1
"2038",1,47,0
"2039",1,51,0
"2040",1,17,0
"2041",1,24,1
"2042",1,24,0
"2043",1,22,1
"2044",0,20,0
"2045",1,41,1
"2046",1,36,0
"2047",1,22,0
"2048",1,57,0
"2049",1,40,0
"2050",1,21,0
"2051",1,21,0
"2052",1,26,1
"2053",1,20,0
"2054",1,22,0
"2055",1,22,0
"2056",1,18,0
"2057",0,39,0
"2058",1,32,0
"2059",1,24,0
"2060",1,21,0
"2061",1,19,0
"2062",1,17,0
"2063",1,20,0
"2064",1,24,0
"2065",1,31,1
"2066",1,42,1
"2067",1,34,1
"2068",1,45,0
"2069",1,28,1
"2070",1,25,1
"2071",1,25,0
"2072",1,20,0
"2073",1,28,0
"2074",1,23,0
"2075",1,30,1
"2076",1,32,0
"2077",1,37,1
"2078",1,42,0
"2079",1,24,0
"2080",1,18,1
"2081",1,35,0
"2082",1,30,0
"2083",0,21,0
"2084",1,20,0
"2085",1,33,0
"2086",1,21,1
"2087",1,22,0
"2088",1,43,0
"2089",1,29,0
"2090",1,21,1
"2091",1,21,0
"2092",1,34,1
"2093",1,20,1
"2094",1,28,1
"2095",1,23,1
"2096",1,22,1
"2097",1,33,0
"2098",1,18,0
"2099",1,38,0
"2100",1,21,0
"2101",1,24,0
"2102",1,37,0
"2103",1,27,1
"2104",1,34,0
"2105",1,21,0
"2106",1,29,0
"2107",1,31,0
"2108",1,43,0
"2109",1,24,0
"2110",1,18,1
"2111",1,26,1
"2112",1,31,1
"2113",1,22,1
"2114",1,32,1
"2115",1,24,0
"2116",1,18,1
"2117",0,20,0
"2118",1,26,1
"2119",1,26,1
"2120",1,25,0
"2121",1,33,1
"2122",1,48,0
"2123",1,28,0
"2124",1,21,1
"2125",1,42,1
"2126",1,31,0
"2127",1,30,0
"2128",1,33,0
"2129",1,23,1
"2130",1,29,1
"2131",1,24,1
"2132",1,25,0
"2133",1,24,0
"2134",1,34,1
"2135",0,24,0
"2136",1,26,0
"2137",1,28,0
"2138",1,20,0
"2139",1,49,0
"2140",1,43,1
"2141",1,31,0
"2142",1,24,0
"2143",0,27,0
"2144",1,17,0
"2145",1,22,0
"2146",1,18,1
"2147",1,21,0
"2148",1,25,1
"2149",1,26,0
"2150",0,26,0
"2151",1,27,0
"2152",1,29,1
"2153",1,17,0
"2154",0,42,0
"2155",1,27,1
"2156",1,17,1
"2157",1,27,1
"2158",1,26,0
"2159",1,20,0
"2160",1,24,0
"2161",1,29,1
"2162",1,24,1
"2163",1,31,1
"2164",1,40,1
"2165",1,26,1
"2166",1,29,1
"2167",1,61,0
"2168",1,24,1
"2169",1,50,0
"2170",1,20,0
"2171",1,27,1
"2172",1,57,1
"2173",1,26,0
"2174",1,21,1
"2175",1,17,0
"2176",1,54,0
"2177",0,30,0
"2178",0,39,0
"2179",1,23,1
"2180",1,21,1
"2181",1,26,0
"2182",1,55,0
"2183",1,24,0
"2184",1,26,1
"2185",1,19,0
"2186",1,44,0
"2187",1,22,0
"2188",1,32,1
"2189",1,36,0
"2190",1,29,1
"2191",1,28,1
"2192",1,20,1
"2193",1,45,1
"2194",1,18,1
"2195",1,33,0
"2196",1,20,1
"2197",1,28,1
"2198",1,44,0
"2199",1,30,1
"2200",1,44,0
"2201",1,20,0
"2202",1,24,1
"2203",1,31,0
"2204",1,30,1
"2205",1,25,0
"2206",1,20,0
"2207",1,25,0
"2208",1,24,0
"2209",1,25,0
"2210",1,39,0
"2211",1,28,0
"2212",1,32,0
"2213",1,23,1
"2214",1,21,1
"2215",1,29,0
"2216",0,34,0
"2217",0,19,1
"2218",1,24,0
"2219",1,19,0
"2220",1,48,0
"2221",1,35,0
"2222",1,26,0
"2223",1,23,1
"2224",1,27,0
"2225",0,23,0
"2226",1,17,1
"2227",1,22,0
"2228",1,19,1
"2229",1,19,0
"2230",1,44,1
"2231",1,30,0
"2232",1,25,0
"2233",1,20,1
"2234",1,53,0
"2235",1,40,1
"2236",1,34,1
"2237",1,24,0
"2238",1,20,0
"2239",1,46,0
"2240",1,27,1
"2241",1,37,0
"2242",1,51,1
"2243",0,20,0
"2244",1,20,1
"2245",1,32,0
"2246",1,22,1
"2247",1,21,0
"2248",1,23,0
"2249",1,28,0
"2250",1,52,0
"2251",1,20,0
"2252",0,18,0
"2253",1,33,0
"2254",1,28,1
"2255",1,31,1
"2256",1,22,0
"2257",1,24,0
"2258",1,25,1
"2259",1,18,1
"2260",1,25,1
"2261",1,25,0
"2262",1,24,1
"2263",1,23,0
"2264",1,17,1
"2265",0,36,0
"2266",0,23,0
"2267",1,49,1
"2268",1,29,0
"2269",1,28,0
"2270",1,31,0
"2271",1,21,0
"2272",1,25,0
"2273",1,18,1
"2274",1,26,0
"2275",1,22,0
"2276",1,22,1
"2277",1,55,0
"2278",1,32,0
"2279",1,40,1
"2280",1,41,0
"2281",1,28,0
"2282",1,29,0
"2283",1,50,0
"2284",1,23,1
"2285",1,22,0
"2286",1,60,0
"2287",1,31,1
"2288",1,32,1
"2289",1,32,0
"2290",1,40,0
"2291",1,24,1
"2292",1,30,0
"2293",1,18,1
"2294",1,40,1
"2295",1,26,1
"2296",1,28,0
"2297",1,20,0
"2298",1,31,1
"2299",1,41,0
"2300",1,19,1
"2301",1,38,0
"2302",0,19,1
"2303",1,40,1
"2304",1,25,1
"2305",1,62,0
"2306",1,22,0
"2307",1,36,0
"2308",1,25,0
"2309",0,38,0
"2310",1,17,0
"2311",1,48,0
"2312",1,53,0
"2313",1,27,0
"2314",1,32,0
"2315",1,67,0
"2316",1,28,1
"2317",1,25,0
"2318",1,25,0
"2319",1,54,0
"2320",1,19,0
"2321",1,26,0
"2322",0,17,0
"2323",1,24,1
"2324",1,21,0
"2325",1,32,1
"2326",1,21,0
"2327",1,26,0
"2328",1,34,0
"2329",0,25,0
"2330",1,22,0
"2331",1,27,1
"2332",1,32,0
"2333",1,42,0
"2334",1,56,0
"2335",1,22,0
"2336",1,35,0
"2337",1,29,0
"2338",1,41,1
"2339",1,27,0
"2340",1,24,1
"2341",1,22,1
"2342",1,20,0
"2343",1,28,0
"2344",1,20,0
"2345",1,22,1
"2346",1,26,1
"2347",1,39,0
"2348",1,23,1
"2349",1,17,0
"2350",1,44,0
"2351",1,24,1
"2352",1,58,0
"2353",1,29,1
"2354",1,28,1
"2355",1,22,1
"2356",1,44,0
"2357",1,34,1
"2358",1,21,0
"2359",1,30,0
"2360",1,31,0
"2361",1,64,1
"2362",1,46,0
"2363",1,25,0
"2364",1,21,0
"2365",1,21,0
"2366",1,30,1
"2367",1,26,0
"2368",1,30,0
"2369",1,34,1
"2370",1,19,1
"2371",1,50,1
"2372",1,24,1
"2373",1,45,0
"2374",1,20,0
"2375",1,20,0
"2376",1,36,0
"2377",1,29,0
"2378",1,24,0
"2379",1,24,0
"2380",1,24,0
"2381",1,31,1
"2382",1,19,0
"2383",1,43,0
"2384",0,25,1
"2385",1,23,1
"2386",1,51,0
"2387",1,54,1
"2388",1,25,1
"2389",1,26,0
"2390",1,23,0
"2391",1,24,0
"2392",1,20,0
"2393",1,35,0
"2394",1,36,0
"2395",1,32,1
"2396",1,33,0
"2397",1,17,0
"2398",1,17,1
"2399",1,32,0
"2400",1,18,0
"2401",1,27,1
"2402",1,50,0
"2403",1,19,0
"2404",1,23,0
"2405",1,21,0
"2406",1,18,0
"2407",1,18,1
"2408",1,24,0
"2409",1,56,1
"2410",1,29,1
"2411",0,26,0
"2412",1,34,1
"2413",1,18,0
"2414",1,34,0
"2415",1,37,1
"2416",1,23,1
"2417",1,45,0
"2418",1,20,0
"2419",1,21,0
"2420",1,25,0
"2421",1,22,0
"2422",1,33,0
"2423",1,19,1
"2424",1,22,0
"2425",0,25,1
"2426",1,32,0
"2427",1,26,1
"2428",1,32,0
"2429",1,34,1
"2430",0,32,0
"2431",1,20,1
"2432",1,25,0
"2433",1,22,1
"2434",1,28,0
"2435",1,17,0
"2436",1,24,0
"2437",1,19,0
"2438",1,53,0
"2439",1,17,1
"2440",1,21,0
"2441",1,33,0
"2442",1,20,0
"2443",1,50,0
"2444",1,20,0
"2445",1,24,1
"2446",1,22,0
"2447",1,37,0
"2448",1,30,1
"2449",1,24,1
"2450",1,31,1
"2451",1,22,0
"2452",1,19,0
"2453",1,21,1
"2454",1,44,0
"2455",1,20,1
"2456",1,24,1
"2457",1,30,0
"2458",1,29,0
"2459",1,28,0
"2460",1,53,0
"2461",1,20,0
"2462",0,24,1
"2463",1,19,1
"2464",1,27,0
"2465",1,33,0
"2466",1,31,0
"2467",1,62,0
"2468",1,17,0
"2469",1,26,1
"2470",1,20,0
"2471",1,21,0
"2472",1,44,1
"2473",1,28,0
"2474",1,22,0
"2475",1,19,1
"2476",1,26,0
"2477",1,24,0
"2478",1,46,0
"2479",1,32,0
"2480",1,26,1
"2481",1,63,1
"2482",1,19,0
"2483",1,26,0
"2484",1,30,0
"2485",1,29,0
"2486",1,35,0
"2487",1,34,0
"2488",1,34,0
"2489",1,52,0
"2490",1,21,0
"2491",1,17,0
"2492",1,32,1
"2493",1,37,1
"2494",1,26,0
"2495",1,28,0
"2496",1,39,0
"2497",1,24,0
"2498",1,18,0
"2499",1,32,0
"2500",0,32,0
"2501",1,31,1
"2502",1,26,0
"2503",0,26,0
"2504",1,31,1
"2505",1,44,0
"2506",1,21,1
"2507",1,34,0
"2508",1,24,1
"2509",1,30,0
"2510",1,38,1
"2511",1,25,1
"2512",1,30,0
"2513",1,22,0
"2514",1,26,1
"2515",1,25,0
"2516",1,50,0
"2517",1,19,0
"2518",1,21,0
"2519",1,25,0
"2520",1,29,0
"2521",1,36,0
"2522",0,20,0
"2523",1,47,0
"2524",1,17,0
"2525",1,31,1
"2526",1,22,0
"2527",1,30,1
"2528",1,20,1
"2529",1,43,1
"2530",1,17,1
"2531",1,34,0
"2532",1,39,0
"2533",1,43,0
"2534",1,58,1
"2535",1,30,1
"2536",1,32,0
"2537",1,41,0
"2538",1,18,0
"2539",1,41,0
"2540",0,23,0
"2541",1,40,1
"2542",1,49,0
"2543",1,48,0
"2544",1,38,1
"2545",1,36,0
"2546",1,23,0
"2547",1,23,0
"2548",1,19,0
"2549",1,35,1
"2550",1,30,0
"2551",1,26,1
"2552",1,20,1
"2553",1,18,1
"2554",1,28,0
"2555",1,20,0
"2556",1,20,0
"2557",1,20,0
"2558",1,37,1
"2559",1,25,0
"2560",1,27,1
"2561",1,32,0
"2562",1,23,0
"2563",1,23,1
"2564",1,29,0
"2565",1,32,0
"2566",1,32,1
"2567",1,45,0
"2568",1,34,1
"2569",1,38,0
"2570",1,23,1
"2571",1,36,0
"2572",1,24,0
"2573",1,31,0
"2574",1,21,0
"2575",1,22,1
"2576",1,46,0
"2577",0,32,0
"2578",1,19,0
"2579",1,20,0
"2580",1,50,1
"2581",1,23,0
"2582",1,39,0
"2583",1,18,0
"2584",1,27,1
"2585",1,28,0
"2586",1,27,0
"2587",1,39,1
"2588",1,26,0
"2589",1,21,1
"2590",1,19,1
"2591",1,21,1
"2592",1,21,0
"2593",1,24,0
"2594",1,39,1
"2595",1,22,0
"2596",1,19,1
"2597",1,33,0
"2598",1,23,0
"2599",1,24,0
"2600",1,22,0
"2601",1,39,1
"2602",1,33,0
"2603",1,18,0
"2604",1,39,0
"2605",1,18,0
"2606",1,23,0
"2607",1,38,0
"2608",1,28,1
"2609",1,43,0
"2610",1,19,0
"2611",1,25,0
"2612",1,29,0
"2613",1,20,0
"2614",1,18,0
"2615",1,22,1
"2616",1,31,0
"2617",1,24,0
"2618",1,30,1
"2619",1,38,0
"2620",1,49,0
"2621",1,46,0
"2622",1,41,0
"2623",1,29,0
"2624",1,28,1
"2625",1,24,0
"2626",1,22,1
"2627",1,26,0
"2628",1,43,0
"2629",1,20,1
"2630",1,30,0
"2631",0,19,0
"2632",1,24,0
"2633",1,19,0
"2634",1,29,0
"2635",1,21,0
"2636",1,27,0
"2637",1,44,1
"2638",1,20,0
"2639",1,50,0
"2640",1,20,1
"2641",1,18,0
"2642",1,22,1
"2643",1,29,0
"2644",1,39,1
"2645",1,32,0
"2646",1,20,1
"2647",1,24,0
"2648",1,35,0
"2649",1,66,1
"2650",1,31,0
"2651",1,30,0
"2652",1,43,0
"2653",1,23,1
"2654",1,42,0
"2655",1,24,1
"2656",1,37,1
"2657",0,25,1
"2658",1,17,0
"2659",1,28,1
"2660",1,19,0
"2661",1,19,0
"2662",1,29,0
"2663",1,44,0
"2664",1,41,1
"2665",0,35,0
"2666",1,25,0
"2667",1,26,0
"2668",1,45,0
"2669",1,19,1
"2670",1,26,0
"2671",1,21,0
"2672",1,18,1
"2673",1,31,0
"2674",1,23,0
"2675",1,46,1
"2676",1,21,1
"2677",1,31,0
"2678",1,23,1
"2679",1,44,1
"2680",1,19,1
"2681",1,22,0
"2682",1,45,0
"2683",1,54,0
"2684",1,47,0
"2685",0,30,0
"2686",1,44,0
"2687",1,23,1
"2688",1,25,1
"2689",1,24,1
"2690",1,21,0
"2691",1,30,0
"2692",1,22,1
"2693",1,20,1
"2694",1,27,1
"2695",1,25,0
"2696",1,29,1
"2697",1,27,0
"2698",1,20,0
"2699",1,30,0
"2700",1,31,0
"2701",1,36,0
"2702",1,26,1
"2703",1,25,0
"2704",1,20,1
"2705",1,20,1
"2706",1,21,0
"2707",1,22,0
"2708",1,22,1
"2709",1,22,0
"2710",1,20,0
"2711",1,75,1
"2712",1,32,0
"2713",1,23,1
"2714",1,48,1
"2715",1,29,0
"2716",1,23,1
"2717",1,19,1
"2718",1,29,0
"2719",1,24,0
"2720",1,23,1
"2721",1,25,0
"2722",1,18,0
"2723",1,48,0
"2724",0,34,0
"2725",1,23,0
"2726",1,24,0
"2727",1,23,1
"2728",1,19,1
"2729",0,50,0
"2730",1,30,0
"2731",1,23,0
"2732",1,21,0
"2733",1,47,0
"2734",1,23,0
"2735",1,27,1
"2736",1,31,0
"2737",0,23,0
"2738",1,20,0
"2739",1,26,1
"2740",1,26,0
"2741",1,20,0
"2742",1,37,0
"2743",1,20,0
"2744",1,34,0
"2745",1,45,0
"2746",1,32,0
"2747",1,30,0
"2748",0,54,0
"2749",1,23,1
"2750",1,23,1
"2751",1,24,0
"2752",1,44,0
"2753",1,27,1
"2754",1,24,1
"2755",1,17,1
"2756",1,30,1
"2757",1,22,0
"2758",1,19,1
"2759",1,28,0
"2760",1,23,0
"2761",1,42,0
"2762",1,20,0
"2763",1,25,0
"2764",1,52,0
"2765",1,26,0
"2766",1,41,0
"2767",1,27,1
"2768",0,27,0
"2769",1,25,0
"2770",1,18,1
"2771",1,22,0
"2772",1,38,0
"2773",1,22,0
"2774",1,18,0
"2775",1,33,0
"2776",1,24,0
"2777",1,31,1
"2778",1,25,0
"2779",1,19,1
"2780",1,30,0
"2781",1,23,1
"2782",1,25,1
"2783",1,25,1
"2784",1,23,0
"2785",1,40,1
"2786",1,51,0
"2787",1,42,0
"2788",1,43,0
"2789",1,21,0
"2790",1,27,0
"2791",1,26,1
"2792",1,33,0
"2793",1,24,0
"2794",1,40,0
"2795",1,18,0
"2796",1,20,0
"2797",1,24,0
"2798",1,25,0
"2799",1,23,0
"2800",1,54,0
"2801",1,34,0
"2802",1,24,1
"2803",1,22,1
"2804",1,22,0
"2805",1,49,1
"2806",1,42,1
"2807",1,18,1
"2808",1,29,1
"2809",1,41,1
"2810",1,26,0
"2811",1,24,0
"2812",1,26,1
"2813",1,39,0
"2814",1,26,0
"2815",0,33,0
"2816",1,26,1
"2817",1,27,1
"2818",1,21,1
"2819",1,26,0
"2820",1,23,0
"2821",1,25,0
"2822",1,18,1
"2823",1,20,1
"2824",1,34,0
"2825",1,45,1
"2826",0,23,0
"2827",1,47,0
"2828",1,32,0
"2829",1,20,0
"2830",1,53,1
"2831",1,22,0
"2832",1,29,1
"2833",1,31,0
"2834",1,20,1
"2835",1,52,1
"2836",1,35,0
"2837",1,18,0
"2838",1,19,0
"2839",1,23,0
"2840",1,18,1
"2841",1,24,1
"2842",1,31,0
"2843",1,18,0
"2844",1,29,0
"2845",1,19,0
"2846",1,22,1
"2847",1,32,1
"2848",1,27,1
"2849",1,28,1
"2850",1,24,0
"2851",1,22,1
"2852",1,20,0
"2853",1,24,0
"2854",1,21,1
"2855",1,32,1
"2856",1,21,0
"2857",1,23,0
"2858",1,32,0
"2859",1,22,1
"2860",1,27,0
"2861",1,33,1
"2862",1,29,0
"2863",1,21,0
"2864",1,30,0
"2865",1,27,1
"2866",1,28,0
"2867",1,23,0
"2868",1,32,1
"2869",1,29,1
"2870",1,18,1
"2871",1,28,0
"2872",1,22,0
"2873",1,30,0
"2874",1,21,1
"2875",1,25,0
"2876",1,27,1
"2877",1,31,0
"2878",1,17,1
"2879",1,17,1
"2880",1,34,0
"2881",1,20,1
"2882",1,24,0
"2883",1,19,0
"2884",1,34,0
"2885",1,24,0
"2886",1,46,0
"2887",0,40,0
"2888",1,18,1
"2889",1,32,0
"2890",1,21,0
"2891",1,37,0
"2892",1,18,1
"2893",1,24,0
"2894",1,50,1
"2895",1,22,1
