"y","sb","ur","sx"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
2,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
3,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
4,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
5,"yes","u","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
1,"no","r","f"
