"","x","y"
"1072",4.07978212179831,7
"1073",3.43671594300791,6
"1074",4.06563448641923,2
"1075",7.64624485143519,0
"1076",6.21166734239029,2
"1077",4.54789230696423,3
"1078",4.81219079156594,1
"1079",3.66036354198251,7
"1080",5.96786648414605,2
"1081",3.41428005827109,4
"1082",4.47837284416516,5
"1083",3.19147140849867,6
"1084",5.79306068585177,3
"1085",4.52516309124237,4
"1086",4.11241106822773,4
"1087",4.81753125742579,5
"1088",5.61547457103616,2
"1089",3.67556343930766,6
"1090",6.46254527521235,0
"1091",4.74185786112583,4
"1092",3.54502612990554,4
"1093",3.80094332104141,4
"1094",3.43543769243144,8
"1095",4.83379685193584,4
"1096",4.28663104638981,6
"1097",6.56524791313631,0
"1098",5.51719293157912,3
"1099",5.53970170874932,4
"1100",5.52469451621028,3
"1101",4.89853570528244,4
"1102",5.34443437771059,2
"1103",4.7685190212666,4
"1104",5.34512824475233,4
"1105",5.31121745767902,3
"1106",4.37142933633749,5
"1107",4.34396170767315,4
"1108",3.71611120683988,6
"1109",5.16080496264553,2
"1110",4.51589952506995,6
"1111",3.94226503512625,6
"1112",5.72956995676095,3
"1113",4.2789774412771,5
"1114",5.02436431182859,3
"1115",5.32470319596403,4
"1116",6.97162599873302,1
"1117",5.52408839134207,3
"1118",5.00034430886149,5
"1119",6.50933726538316,0
"1120",5.17994029388759,2
"1121",3.88520600090796,8
"1122",4.37689435139165,7
"1123",3.4228286492226,7
"1124",6.93630945743854,0
"1125",4.44859149400046,6
"1126",5.38303105151342,1
"1127",4.12148513971198,6
"1128",4.44544824670561,6
"1129",5.71227601419652,4
"1130",4.78075989132368,5
"1131",6.49445160007369,3
"1132",6.24292923405358,1
"1133",5.64778943401515,2
"1134",3.90244242237728,5
"1135",5.93191558252448,1
"1136",7.74151538381699,0
"1137",5.5130754966244,1
"1138",4.95099974610004,4
"1139",5.43419047853465,1
"1140",4.47594737536211,4
"1141",5.10121415202522,2
"1142",5.13670346937263,4
"1143",3.90766419682046,6
"1144",5.29586049907657,2
"1145",4.77440406763081,4
"1146",5.41575969536287,2
"1147",5.18334270108208,3
"1148",6.14613516779434,1
"1149",5.60531793782519,0
"1150",4.73257029309099,4
"1151",7.17325668814353,2
"1152",4.70648397561325,5
"1153",4.08010915986387,4
"1154",4.45362026006025,6
"1155",4.21902955987834,5
"1156",3.75302804194701,5
"1157",4.60582497518091,3
"1158",6.25368976123122,2
"1159",4.43556279379588,7
"1160",3.67921473456213,5
"1161",4.36330240629583,7
"1162",6.79369387161703,0
"1163",5.66766324225755,2
"1164",4.88775345870467,3
"1165",5.03075044542036,4
"1166",3.95565144154395,3
"1167",3.16919028597284,8
"1168",5.03442971366159,2
"1169",4.77310809835542,5
"1170",5.3103970311268,3
"1171",4.32146425617169,3
"1172",4.00293939599518,6
"1173",4.64732700461409,2
"1174",5.08602052173869,3
"1175",4.08753908483693,4
"1176",4.43758352398724,6
"1177",5.35807417209337,4
"1178",7.61525459181162,0
"1179",4.37312844258383,5
"1180",6.01061867692656,2
"1181",4.767436243043,5
"1182",4.41966838075146,4
"1183",4.22570451731128,2
"1184",4.47195282925051,3
"1185",3.64194791139059,5
"1186",5.0452188276709,2
"1187",4.76393795583722,5
"1188",3.50930276842651,4
"1189",4.60493032222477,4
"1190",6.35626362435118,1
"1191",6.20834136578799,2
"1192",4.91659736066472,5
"1193",4.59015510955062,1
"1194",6.37245965404922,4
"1195",5.86759740188962,3
"1196",3.93361991436594,6
"1197",7.41870091889867,1
"1198",4.091682377142,6
"1199",6.74383719920566,0
"1200",5.30262695826573,2
